Vertex ,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
387,0.91309827,0.974992469,0.876770945,0.662340615,0.697377047,0.936877492,0.68372243,0.629008927,0.881312022,0.761010542,0.968016021,0.860102028,0.636167591,0.979142627,0.703422905,0.734884996
388,0.760904165,0.620489719,0.798606169,0.649327396,0.760388131,0.740283915,0.909136033,0.921268205,0.661365153,0.746620475,0.749341264,0.660564178,0.919381402,0.882891331,0.676152715,0.746688763
389,0.64232201,0.851282639,0.64854877,0.994373667,0.91227283,0.75609542,0.831425573,0.964536726,0.821639712,0.669799395,0.751481342,0.937257946,0.857685206,0.860289754,0.946728594,0.957589223
390,0.967917029,0.637939677,0.817650401,0.896203808,0.902770738,0.842686481,0.666714934,0.918968222,0.888044533,0.634454309,0.78552393,0.66959096,0.734990818,0.607232437,0.760131947,0.819950768
391,0.847833037,0.865396138,0.934516525,0.686185163,0.648192729,0.940614869,0.662645126,0.989904033,0.937015292,0.800350642,0.99256857,0.638950692,0.721226304,0.855289766,0.740002747,0.971349021
392,0.626250435,0.819764733,0.836346507,0.86109125,0.702266489,0.745826571,0.937472212,0.677977108,0.930747139,0.825062169,0.904875004,0.885442947,0.683004598,0.827525095,0.947089261,0.772846495
393,0.986636308,0.78088604,0.657114255,0.755773872,0.980680963,0.72788834,0.947239264,0.952500273,0.74007461,0.633303063,0.889823164,0.72460492,0.913169446,0.777061939,0.794106697,0.911163763
394,0.752945332,0.777250938,0.750476188,0.746936206,0.810378631,0.923519778,0.744707325,0.809701888,0.86829093,0.707775779,0.711009122,0.973365251,0.889413829,0.83087467,0.859088022,0.611719777
395,0.847241186,0.803803549,0.818299872,0.743769531,0.632589559,0.677335693,0.980297885,0.763479825,0.786673262,0.621083916,0.615026492,0.886872579,0.815237866,0.803482394,0.697249812,0.897900293
396,0.667294632,0.675973897,0.784284869,0.714511945,0.698985192,0.858095058,0.860388698,0.929806828,0.767083427,0.629234036,0.709466554,0.992002185,0.83850343,0.883894834,0.602943132,0.807282293
397,0.615011463,0.827692085,0.96830834,0.987367652,0.81622107,0.783281922,0.978006838,0.869443933,0.625959712,0.786290231,0.696098007,0.787921729,0.782186229,0.832857921,0.742708196,0.66570818
398,0.801487774,0.932081154,0.865604891,0.735347146,0.974209209,0.964883028,0.68373936,0.615767034,0.896523483,0.931044105,0.987145826,0.955934558,0.840213907,0.812020936,0.611136421,0.698662579
399,0.783845901,0.85140156,0.822900733,0.897054396,0.711906772,0.825981043,0.635256897,0.765466209,0.900064333,0.877360341,0.996257095,0.71115645,0.79927572,0.731812166,0.776241246,0.942780052
400,0.87368363,0.952976477,0.681404443,0.949344447,0.62390491,0.955439712,0.731629512,0.725835053,0.804835431,0.976276075,0.619112546,0.74089239,0.942628795,0.758421791,0.679662759,0.769917673
401,0.754221001,0.966166481,0.90477375,0.802046222,0.995348227,0.786111013,0.623295132,0.704909729,0.774428192,0.66276105,0.979026051,0.906739559,0.70731488,0.836321813,0.888579663,0.976511572
402,0.95265414,0.80607689,0.909861048,0.824857902,0.821081556,0.645896783,0.650455063,0.811813446,0.707544618,0.608414761,0.889135682,0.612994639,0.838110736,0.815677518,0.987525876,0.793685256
403,0.625440575,0.820675187,0.936438468,0.998739714,0.772137269,0.728119497,0.962661319,0.676496852,0.846171566,0.76228577,0.616432946,0.73891539,0.706091409,0.874436462,0.979516199,0.707218875
404,0.924586376,0.622143927,0.815248404,0.628220025,0.973613196,0.906540512,0.863179964,0.929558553,0.859007918,0.987577759,0.885583179,0.969863444,0.806852757,0.646825765,0.811271089,0.650749131
405,0.836997392,0.792997224,0.849030159,0.604018792,0.677936197,0.796532173,0.980201425,0.753443616,0.76974881,0.885878436,0.841517103,0.71957046,0.764326558,0.68707992,0.986408584,0.652253753
406,0.748734714,0.610335589,0.688711797,0.912188455,0.680470093,0.632025361,0.789781272,0.603987694,0.633906462,0.923050348,0.908589338,0.966055528,0.941806174,0.873270225,0.620933143,0.913139447
407,0.938204324,0.919632858,0.803391614,0.693160735,0.93813199,0.890865124,0.99230447,0.662277039,0.690265833,0.68471926,0.917015907,0.674762919,0.626663932,0.999424323,0.609926885,0.934097624
408,0.746146737,0.936646184,0.821848196,0.960652492,0.970477195,0.603639273,0.63016487,0.700143492,0.867726167,0.955308879,0.783976781,0.842789247,0.675399941,0.921986734,0.986931245,0.707439573
409,0.797930381,0.634446444,0.823654663,0.801113377,0.657774594,0.776826485,0.733641861,0.80873235,0.834261734,0.603398231,0.904402393,0.885205717,0.746514554,0.621174374,0.901973016,0.982070064
410,0.696060638,0.729409845,0.673525156,0.830774449,0.661936558,0.742477577,0.878805206,0.824046393,0.754585026,0.768099841,0.824844353,0.602345891,0.631403947,0.952503227,0.631151596,0.882721438
411,0.968015266,0.708273442,0.748196575,0.827568562,0.952683588,0.976762235,0.895825299,0.634647904,0.867661662,0.764121489,0.7882804,0.619659356,0.676424856,0.916205443,0.781583533,0.720664897
412,0.75360763,0.941759805,0.899599607,0.708926159,0.647000736,0.700799289,0.96830258,0.832635535,0.813392083,0.83855744,0.746411306,0.922842808,0.8093145,0.646699161,0.65162605,0.814743659
413,0.974628087,0.723340849,0.947816468,0.905638235,0.699124977,0.614536299,0.640738906,0.891397574,0.679867895,0.748508368,0.800679666,0.890187267,0.645292489,0.762546562,0.794029164,0.816330826
414,0.927344257,0.668671278,0.923132581,0.877151371,0.822348326,0.879811148,0.764807096,0.655359034,0.866306096,0.809868923,0.85574992,0.735199512,0.962746631,0.834947947,0.634160994,0.779921596
415,0.902542422,0.917653825,0.797838821,0.957899028,0.707067375,0.764239479,0.959438764,0.958502687,0.874285108,0.943592219,0.635509307,0.94599799,0.728247963,0.671332605,0.695747935,0.767187403
416,0.700476802,0.728227034,0.653991394,0.718470706,0.828913526,0.776741483,0.738687504,0.898580852,0.957403989,0.902715689,0.732800281,0.897776867,0.660792073,0.652127195,0.738250815,0.923080948
417,0.698539299,0.625301364,0.652683814,0.943497987,0.853513314,0.701280465,0.82211833,0.811031849,0.862174391,0.693275022,0.945761195,0.723747425,0.877652662,0.606449859,0.749062852,0.740683927
418,0.817393771,0.629094505,0.916052549,0.687112321,0.870815126,0.921284849,0.824750782,0.896353283,0.864744125,0.742211919,0.923543416,0.717880548,0.828485167,0.898159096,0.751582364,0.721107043
419,0.783738404,0.927185398,0.971968705,0.818033365,0.864586482,0.961309449,0.639418741,0.692831431,0.883560003,0.929497785,0.942811611,0.766042871,0.635735961,0.775112591,0.692293836,0.716478582
420,0.908907023,0.630210834,0.931032487,0.771067634,0.838425572,0.635860892,0.734943631,0.635880368,0.984617489,0.92290466,0.783853102,0.689441019,0.973382042,0.737838638,0.664393773,0.825265755
421,0.977509648,0.601532116,0.695249937,0.975379056,0.668434387,0.645297381,0.828074886,0.944737529,0.790843927,0.997825703,0.87166868,0.629629963,0.997132853,0.763157695,0.714961014,0.823151673
422,0.721723037,0.634583003,0.600571337,0.779833341,0.934745369,0.828926074,0.99968292,0.714738658,0.712182026,0.663899784,0.665625435,0.714074638,0.917136018,0.962302716,0.990034868,0.692915862
423,0.952519018,0.731302036,0.645136218,0.94800997,0.854442254,0.665892358,0.771932503,0.714903078,0.894717827,0.781366492,0.995711978,0.621897993,0.742006106,0.792760067,0.801253422,0.726374329
424,0.8916961,0.949898829,0.975487721,0.922037351,0.940232079,0.82021812,0.930355291,0.721401564,0.759391505,0.726765206,0.786954934,0.714231846,0.984644577,0.725137851,0.639217815,0.810726866
425,0.622839631,0.644217267,0.687755756,0.7857401,0.773300373,0.919876745,0.895789862,0.770527318,0.733481683,0.726587514,0.909598035,0.620828962,0.60512866,0.918217757,0.79085855,0.652352455
426,0.694226374,0.973001581,0.94380119,0.88391402,0.792890092,0.80812945,0.990097814,0.986308178,0.686107618,0.924441827,0.678897066,0.685414991,0.870437214,0.762000439,0.972617763,0.635603894
427,0.804610256,0.967408612,0.961645464,0.662611685,0.74665508,0.84764856,0.663757954,0.987208869,0.965899731,0.666780072,0.648462185,0.634163393,0.963777466,0.677449524,0.766513971,0.779540546
428,0.839604418,0.628694137,0.690703447,0.972596155,0.963364043,0.912516259,0.607760498,0.730802707,0.851183494,0.710076085,0.963834678,0.853555785,0.628762687,0.963602236,0.983106663,0.631084967
429,0.812944094,0.721345713,0.757135631,0.671860487,0.831228841,0.983191741,0.80122904,0.633165833,0.848000533,0.736089198,0.942370076,0.773871259,0.677135844,0.676442249,0.907505672,0.706235039
430,0.906893358,0.682354924,0.728674547,0.786194789,0.97727834,0.97269257,0.68274875,0.743287616,0.659759755,0.803994032,0.78423302,0.960304065,0.972002151,0.753426956,0.796695177,0.9584945
431,0.922683123,0.601462525,0.728023826,0.768709697,0.691886513,0.679828646,0.615113803,0.85734789,0.705004116,0.620938871,0.692391724,0.920765581,0.940595673,0.793226498,0.766428268,0.991141477
432,0.680225864,0.686143713,0.716746871,0.669102927,0.751746239,0.964333691,0.846139136,0.764778619,0.973764318,0.619385693,0.684110471,0.826355442,0.846221049,0.615823003,0.761215503,0.859661586
433,0.879228219,0.855255961,0.72822529,0.637408049,0.770844979,0.651501775,0.979049463,0.790068346,0.72690367,0.906521628,0.799179437,0.72401361,0.924787097,0.94686086,0.869203267,0.618785769
434,0.826529152,0.905317965,0.654601205,0.691468301,0.952998042,0.608048689,0.901090855,0.789509317,0.778708864,0.602838613,0.927759292,0.74392996,0.816306253,0.870920275,0.881051831,0.982392024
435,0.812535981,0.75988782,0.981481451,0.856844094,0.719260143,0.650585698,0.937021801,0.744872641,0.864187889,0.788326568,0.679571912,0.840674643,0.624273228,0.765336984,0.818645976,0.77441879
436,0.89946887,0.931169982,0.90849723,0.615525179,0.677651508,0.814643004,0.973928816,0.93398271,0.937013803,0.721283278,0.771779159,0.788282379,0.662948633,0.612427252,0.97876116,0.696285034
437,0.695979561,0.633351622,0.971403101,0.831894846,0.866814743,0.964630755,0.738248068,0.848602924,0.615519782,0.674709011,0.932498322,0.906707343,0.740257077,0.750724251,0.813421773,0.600096402
438,0.696497734,0.683292723,0.700193179,0.922362337,0.711869543,0.676608529,0.801705384,0.946258015,0.696539882,0.631414497,0.742561894,0.89906073,0.820276218,0.926717348,0.983836859,0.917064991
439,0.841521232,0.797336635,0.616027635,0.993728792,0.753392449,0.660891286,0.866683542,0.713715316,0.834311308,0.834707163,0.778291928,0.934447446,0.705986825,0.779453037,0.815076851,0.865449888
440,0.91358874,0.757922913,0.858418778,0.660244381,0.97305924,0.753223523,0.891808569,0.608136433,0.682074857,0.794833018,0.951300987,0.81090206,0.971948193,0.793518759,0.796179639,0.647898715
441,0.921062498,0.698786165,0.959844996,0.964329688,0.977324045,0.808092196,0.870837514,0.911406352,0.652405847,0.840382878,0.613719161,0.799026433,0.661937073,0.67316917,0.746019027,0.772974867
442,0.84926897,0.629771367,0.801476704,0.673050052,0.82959007,0.854961845,0.822683703,0.895318204,0.734243698,0.906042637,0.773106833,0.793673799,0.859240851,0.607343354,0.861597689,0.84743406
443,0.723938847,0.634317714,0.63637418,0.969289499,0.875711728,0.650841046,0.742689268,0.836993198,0.934228682,0.617464371,0.694653253,0.955899596,0.60366622,0.680559641,0.98360967,0.845360739
444,0.704668547,0.626796438,0.611276536,0.697898032,0.952594328,0.766365462,0.888133348,0.967314014,0.763216185,0.676510948,0.806847172,0.963233475,0.921749766,0.626331937,0.87702912,0.828759009
445,0.962985271,0.648992567,0.813614445,0.951785077,0.764009515,0.792797967,0.628184271,0.711257456,0.72980266,0.978048979,0.713066944,0.784347494,0.868521769,0.664873349,0.794576955,0.895415616
446,0.946742085,0.85050371,0.867621406,0.650513389,0.978310599,0.653029631,0.909869175,0.705926529,0.973437257,0.887983816,0.901525485,0.687623669,0.777215991,0.847125278,0.907989447,0.64158375
447,0.984946127,0.956088268,0.708139436,0.929104097,0.807329569,0.784722593,0.725773642,0.832387435,0.891955647,0.764373162,0.851687677,0.879725168,0.884448727,0.620786439,0.943899122,0.783301326
448,0.704966433,0.696705803,0.793205645,0.954732616,0.751339033,0.899890299,0.638727492,0.790422681,0.996674456,0.908175121,0.684211395,0.800576589,0.693449905,0.763824371,0.912033609,0.908489926
449,0.691240151,0.968889327,0.837027273,0.751969716,0.800774232,0.842028501,0.823956213,0.794562014,0.801973122,0.670564764,0.925093162,0.816704128,0.652431945,0.906462841,0.972977591,0.97892276
450,0.747607093,0.654206749,0.807359851,0.645043692,0.973594967,0.673431851,0.701106344,0.762654611,0.753265787,0.917865157,0.782526728,0.668307304,0.706883958,0.803645354,0.658981567,0.84466227
451,0.826298923,0.885880927,0.975081846,0.964901824,0.978430247,0.697886239,0.652626123,0.72091068,0.958034069,0.98882139,0.94372998,0.644007088,0.978971199,0.769343211,0.603724116,0.776957496
452,0.618427668,0.817551168,0.735421611,0.789373973,0.845268144,0.947520438,0.864760631,0.773619547,0.927771141,0.962232855,0.647903987,0.812773191,0.713804784,0.618824479,0.867418678,0.945108311
453,0.665161062,0.924965463,0.941358293,0.965736177,0.706114036,0.961581226,0.728265102,0.820935205,0.620202988,0.617552435,0.888149285,0.777791991,0.70251695,0.676165398,0.867981396,0.600160618
454,0.922356468,0.631699842,0.676595846,0.754494558,0.793943496,0.741998046,0.728284866,0.985566405,0.856631872,0.609373182,0.772070363,0.95000348,0.720582475,0.637822538,0.903353909,0.842405533
455,0.828125003,0.621430624,0.656199604,0.849019758,0.683129537,0.801628032,0.817952674,0.713402876,0.979370062,0.936985643,0.888949403,0.631197547,0.642452008,0.797112538,0.66428534,0.991306185
456,0.663408094,0.794987134,0.745648423,0.855754569,0.651614564,0.772126571,0.709882013,0.95510061,0.616234285,0.965490998,0.933197655,0.719028287,0.915716262,0.612485424,0.98674622,0.810637977
457,0.72131241,0.745033285,0.626562141,0.995739806,0.615716778,0.861962849,0.777094371,0.979566487,0.698399896,0.81283473,0.792942483,0.881146578,0.627204093,0.677515652,0.685825928,0.895260302
458,0.675655479,0.829396706,0.686097528,0.94464998,0.976874182,0.80739719,0.740923554,0.69362311,0.619912401,0.70740003,0.861694312,0.813446773,0.977616511,0.758510905,0.877545337,0.795729099
459,0.805030486,0.707109726,0.781980311,0.788313999,0.882657009,0.976256,0.731728511,0.616880187,0.79851805,0.817784533,0.66737622,0.904185843,0.993971643,0.978309887,0.678842416,0.950145296
460,0.881797455,0.781538626,0.816244398,0.93984007,0.792053976,0.749282948,0.797298997,0.831651922,0.675631062,0.960363092,0.86967478,0.853307567,0.63979849,0.841669575,0.648384265,0.63147907
461,0.810924358,0.761114214,0.835524108,0.635688867,0.772393225,0.669914686,0.994840034,0.824460085,0.874974744,0.730167312,0.637895566,0.990348345,0.714503614,0.769523274,0.859945569,0.609878919
462,0.924103652,0.814631276,0.711286875,0.624643194,0.664999366,0.958013544,0.87440969,0.699960689,0.626240306,0.876246125,0.82896309,0.76180781,0.74544458,0.68672571,0.867844503,0.988267211
463,0.670286098,0.838846648,0.769674022,0.778675489,0.701658912,0.93005395,0.794102242,0.817362341,0.721904365,0.672723386,0.634364155,0.885647656,0.678493713,0.876030142,0.756150578,0.76630992
464,0.787670998,0.747083403,0.640247991,0.723852724,0.865493744,0.866313761,0.714489723,0.784041051,0.677378891,0.684148833,0.609218835,0.95869862,0.684282666,0.691013551,0.711840573,0.650963229
465,0.855705153,0.630057181,0.653680971,0.857902691,0.735864248,0.883179131,0.822969898,0.702408469,0.86033118,0.646509472,0.814564153,0.774859242,0.707149433,0.841601999,0.948533437,0.99956188
466,0.843105107,0.76188235,0.69008284,0.702838436,0.791781991,0.746911081,0.965525809,0.747318187,0.749377836,0.753413805,0.934648084,0.860315328,0.84566754,0.733657209,0.927161671,0.615345545
467,0.948318869,0.80509996,0.759300094,0.798866912,0.866966212,0.605106171,0.948620743,0.77869581,0.737186608,0.655298226,0.77578615,0.798529109,0.761458678,0.871464038,0.768358612,0.984567031
468,0.839711007,0.922991174,0.643742361,0.758916517,0.734739081,0.827792955,0.944445408,0.631335287,0.629029919,0.940127083,0.685140034,0.867501302,0.817151253,0.933157438,0.650035564,0.651913186
469,0.822727344,0.978551461,0.765999103,0.73077684,0.842675729,0.97217944,0.934771133,0.998193444,0.609027433,0.645143258,0.843787105,0.928230576,0.714097737,0.695684435,0.91479032,0.622552742
470,0.747753059,0.802323689,0.82413947,0.891446063,0.741938289,0.845073738,0.834150169,0.81904644,0.856193317,0.703779668,0.633859501,0.647708669,0.689832953,0.800079174,0.9361771,0.880517337
471,0.915616242,0.74039025,0.761861497,0.757472754,0.676749274,0.624486663,0.836366437,0.995686673,0.666731882,0.618673928,0.911812673,0.701034403,0.931857522,0.881574667,0.978269415,0.763570894
472,0.864787936,0.785941912,0.852235479,0.779839562,0.675452899,0.803158966,0.811433681,0.924241539,0.894208282,0.86551665,0.645354838,0.888246516,0.800122063,0.957639814,0.967948374,0.622062636
473,0.928256624,0.615078956,0.74686785,0.81691999,0.659240319,0.898525525,0.603341882,0.667439619,0.832318732,0.885755025,0.966657241,0.882198661,0.868711708,0.757736459,0.60051377,0.648063703
474,0.813821818,0.870051954,0.766979314,0.892271605,0.808744918,0.629670478,0.6768065,0.935999289,0.889965099,0.957904795,0.6470229,0.996089014,0.683762686,0.604711951,0.998969176,0.712429554
475,0.867207781,0.670672926,0.832091413,0.961613995,0.728072467,0.86810159,0.675161436,0.849918159,0.734580141,0.684483303,0.72527282,0.671536427,0.960766443,0.758874755,0.698111722,0.779363136
476,0.728214467,0.897767702,0.988487965,0.775213463,0.94441336,0.826345229,0.662894266,0.876249097,0.805373799,0.860242609,0.955874965,0.776173828,0.960471049,0.900267606,0.79544197,0.841288854
477,0.730232453,0.99343892,0.866940465,0.617538741,0.730648762,0.849325774,0.622533311,0.609553677,0.780009696,0.733076072,0.775319443,0.705077324,0.665887099,0.875657343,0.805828447,0.680061684
478,0.727835771,0.836723163,0.628891739,0.658981204,0.629298242,0.924926933,0.900963693,0.901325173,0.886530137,0.867754169,0.790796766,0.856911265,0.615344622,0.848585769,0.911151082,0.800143344
479,0.743005331,0.710970694,0.85712082,0.877120479,0.94838704,0.736933633,0.907908923,0.82454233,0.953134596,0.811124843,0.807051931,0.831150833,0.899726142,0.985876192,0.629425342,0.621373841
480,0.975020135,0.81195025,0.845961206,0.792969441,0.637462981,0.907235751,0.898889858,0.724681329,0.722495698,0.935136552,0.628942903,0.952442059,0.702664676,0.837193899,0.974397672,0.871249001
481,0.765771925,0.875813684,0.737591855,0.710903367,0.998673311,0.900316092,0.857887991,0.742115857,0.619664332,0.61242275,0.821672502,0.904813088,0.814951676,0.936314029,0.613370613,0.746700831
482,0.694828156,0.778909187,0.628950557,0.981652657,0.68930216,0.96892311,0.770357262,0.994209653,0.821623353,0.972333146,0.602139595,0.899295522,0.961220261,0.655888227,0.638450341,0.769829043
483,0.973471562,0.816954624,0.810982585,0.656450447,0.600315804,0.924056036,0.635029825,0.853539927,0.965846582,0.683460765,0.866109134,0.631479431,0.841502058,0.665572688,0.894381424,0.720492518
484,0.785356404,0.839772217,0.668509364,0.896655127,0.721056136,0.864948744,0.66331322,0.875247064,0.651275229,0.770142599,0.698882429,0.8993501,0.704814002,0.952686923,0.956728085,0.678576526
485,0.845538378,0.635087057,0.75661484,0.885328692,0.863769299,0.849880268,0.713016345,0.75120998,0.641178458,0.887609128,0.801555519,0.883506253,0.69957741,0.729775291,0.733686135,0.610296964
486,0.736419149,0.921321829,0.958919398,0.807287326,0.782200678,0.612329847,0.951681735,0.605204085,0.977900032,0.795686499,0.736773797,0.969687374,0.609756397,0.832569958,0.81957301,0.68772816
487,0.771554973,0.860905602,0.890852479,0.600286743,0.974741372,0.665810149,0.693432174,0.705389378,0.615128055,0.649220849,0.994539969,0.726086695,0.646120436,0.642796504,0.887783987,0.941827466
488,0.70278092,0.608363805,0.689236007,0.622606276,0.641357975,0.772603248,0.691967348,0.806378351,0.701397501,0.97621492,0.962377587,0.826722442,0.741769597,0.752458753,0.764740913,0.891031729
489,0.780655598,0.942691979,0.977637914,0.734378461,0.824277793,0.638022615,0.680187619,0.765386307,0.682481086,0.950624196,0.663314502,0.782264329,0.842279696,0.876745563,0.753227748,0.947639627
490,0.82732766,0.775803112,0.626896254,0.785875787,0.928294336,0.845816407,0.932864981,0.797604668,0.647384682,0.605455938,0.721287819,0.879196189,0.916103962,0.718301134,0.798261568,0.768447562
491,0.764209114,0.692539485,0.654548442,0.678675423,0.622132955,0.679252297,0.603680359,0.85090336,0.726550163,0.989257885,0.67748682,0.738331428,0.743136463,0.603380598,0.935683181,0.612797784
492,0.976071934,0.95682974,0.814208766,0.81743823,0.861511169,0.754820005,0.858888913,0.617907355,0.621619051,0.782892168,0.81984892,0.955127056,0.641864254,0.929059171,0.684018935,0.757633459
493,0.726640974,0.760062109,0.660198199,0.80142803,0.920657036,0.776613604,0.79624543,0.939507034,0.882423246,0.796181763,0.703078259,0.953970699,0.830808161,0.688459044,0.707647901,0.921253236
494,0.617658225,0.996836875,0.652140672,0.91842741,0.757910127,0.796886473,0.952260231,0.765164476,0.814997501,0.619719865,0.60093899,0.697919949,0.872233237,0.648505957,0.645504784,0.764384243
495,0.859134815,0.884828797,0.67138027,0.631835259,0.976158814,0.704266553,0.941338599,0.94539658,0.909009037,0.667533443,0.928720584,0.907700224,0.838689196,0.734880814,0.705003442,0.648755685
496,0.803902827,0.83410435,0.743735596,0.790143627,0.745405783,0.856402423,0.960503683,0.665568105,0.752563524,0.656347442,0.849977508,0.891548204,0.972765093,0.711548771,0.980084482,0.625305069
497,0.841205545,0.622853088,0.957509675,0.811923623,0.86773934,0.93262957,0.660124249,0.615436625,0.951552458,0.725973291,0.651591563,0.787384495,0.83932243,0.612388241,0.709958263,0.61311995
498,0.768134156,0.958040012,0.993060965,0.854819021,0.664655078,0.962339756,0.806499129,0.661499725,0.968690668,0.90298762,0.892682109,0.883672282,0.680135928,0.684402677,0.875317199,0.6878891
499,0.775468679,0.91280073,0.913581007,0.781304709,0.916875975,0.935448718,0.861910301,0.691370341,0.709604712,0.725936462,0.646721643,0.709263848,0.68380769,0.7821315,0.963375019,0.641792127
500,0.88810717,0.874913202,0.638301679,0.969028962,0.827388881,0.745490208,0.902615433,0.702946183,0.877403935,0.615884483,0.935763215,0.779268339,0.854677166,0.688495128,0.870829485,0.90889611
501,0.789285275,0.84709077,0.78253037,0.957636548,0.799147672,0.936723484,0.920540823,0.764201929,0.692033797,0.762432853,0.93048695,0.691053014,0.809774538,0.922438699,0.74139099,0.856883855
502,0.69825263,0.643711778,0.91775369,0.639587449,0.708552558,0.942043769,0.738587715,0.98921814,0.991893734,0.707310408,0.616391289,0.882025314,0.780394601,0.640301138,0.883009128,0.612469964
503,0.948078676,0.655461012,0.650924751,0.670268919,0.984106543,0.877267744,0.920548614,0.759053994,0.734525091,0.693793603,0.792259211,0.820731493,0.852709937,0.702847402,0.979461632,0.667903399
504,0.98626127,0.605942449,0.792450277,0.733347135,0.779649366,0.828265832,0.774235663,0.76593874,0.893089366,0.87435051,0.933308513,0.699983592,0.843811404,0.834077914,0.747895124,0.794423017
505,0.725512857,0.656737759,0.685520484,0.642205459,0.87322783,0.864290957,0.980242549,0.891871365,0.620818336,0.95369807,0.945070065,0.777328128,0.83434522,0.990431333,0.812921746,0.962128731
506,0.633215503,0.676420747,0.776301977,0.833902723,0.926491141,0.995304846,0.755540599,0.618966254,0.920468601,0.841752288,0.679417144,0.797931383,0.896924098,0.908164715,0.799847365,0.722085812
507,0.989497033,0.865345044,0.763295008,0.71218529,0.892441193,0.696873378,0.668683996,0.811933556,0.715994957,0.851562058,0.64717547,0.861976442,0.713318611,0.600097174,0.650774423,0.973446151
508,0.946941856,0.693443613,0.911348762,0.843428637,0.988361885,0.749442264,0.872584245,0.625414289,0.758498939,0.985527064,0.81559235,0.715151801,0.648108385,0.881411336,0.857942417,0.749575485
509,0.980376541,0.608881125,0.721489541,0.968427795,0.728374175,0.700901134,0.813688164,0.9295207,0.641258704,0.977208284,0.918029152,0.672500102,0.884803184,0.753983489,0.760917871,0.913316037
510,0.985113923,0.650662349,0.768252095,0.792376643,0.750524727,0.745275649,0.620907467,0.874215448,0.774485767,0.677917521,0.926413401,0.921024299,0.794556651,0.719380264,0.85523709,0.715260854
511,0.694403172,0.892205862,0.616130096,0.637907388,0.60271527,0.661177275,0.627596003,0.998320947,0.715523988,0.659707205,0.696398503,0.974450229,0.808064089,0.745927239,0.949356583,0.757996108
512,0.734003428,0.682913009,0.75111873,0.726673742,0.870921584,0.715833082,0.830879899,0.626356866,0.676515663,0.762962109,0.974779702,0.750900794,0.865629648,0.702034889,0.65081343,0.62341464
513,0.722165399,0.663064411,0.669604179,0.904303723,0.606335228,0.82312405,0.751784552,0.80262,0.825132095,0.725347078,0.718043544,0.89336074,0.948510795,0.677032653,0.639047504,0.959118323
514,0.739958185,0.820526956,0.743817258,0.650320935,0.835732658,0.810056341,0.681197424,0.780747618,0.918779002,0.836170441,0.638766931,0.819208599,0.88109532,0.917081362,0.851647031,0.661063266
515,0.884069307,0.870936738,0.609770753,0.764699067,0.733180099,0.867764826,0.686454325,0.836348769,0.965282385,0.919120949,0.968583094,0.991402387,0.604268051,0.849096511,0.765135759,0.943941796
516,0.700725881,0.992411796,0.845483188,0.917414961,0.634239821,0.673383154,0.903361469,0.608794609,0.926751194,0.605579607,0.862847536,0.746037568,0.844597941,0.878412563,0.736990088,0.643184979
517,0.627858347,0.835574409,0.808262141,0.896880404,0.803894204,0.768978316,0.759234871,0.610578761,0.734222881,0.990408063,0.94942223,0.731751227,0.835118162,0.938918698,0.776509735,0.607183146
518,0.629804185,0.804157089,0.98777575,0.877283817,0.628366477,0.67574435,0.908529257,0.936575904,0.847077834,0.857769268,0.61133498,0.931412104,0.915310083,0.703614058,0.883470688,0.685941843
519,0.616132064,0.680454617,0.671451551,0.735099199,0.767379799,0.803415557,0.79070155,0.708269842,0.611668267,0.842040649,0.758297932,0.719468863,0.946776417,0.898697323,0.943106219,0.797993118
520,0.652372501,0.878488574,0.682429512,0.776491868,0.626000316,0.930123361,0.650376256,0.961239003,0.945692241,0.785833106,0.897747282,0.84777803,0.921230257,0.77272204,0.914323394,0.784982727
521,0.976386315,0.79454884,0.785047709,0.914028745,0.928631077,0.821795646,0.671919125,0.787103292,0.987229001,0.901194477,0.924465042,0.6131302,0.787143785,0.858648453,0.932013073,0.619709461
522,0.940975554,0.819360375,0.678925588,0.726902087,0.712771821,0.812343614,0.620674272,0.663414463,0.925077217,0.653041596,0.693358508,0.781348242,0.806848355,0.905444192,0.778932971,0.915945848
523,0.847338523,0.645239896,0.662532575,0.77481349,0.758755757,0.897417708,0.832294856,0.755253232,0.668304113,0.690734841,0.830200407,0.769375522,0.805971004,0.668270974,0.865162501,0.941015496
524,0.703175803,0.79660569,0.990210932,0.733296696,0.838018538,0.63607828,0.842406001,0.635852709,0.983694174,0.886265061,0.915263915,0.881641744,0.835891614,0.779965112,0.943349352,0.982734267
525,0.799614469,0.97261402,0.833333164,0.815353675,0.781793093,0.683715105,0.601487864,0.696602491,0.803889269,0.751983981,0.779394091,0.992259288,0.740108948,0.780873176,0.653406221,0.619183093
526,0.910163806,0.82827327,0.904281922,0.65994512,0.828731508,0.70145699,0.691224727,0.604610406,0.652136289,0.723707245,0.646751504,0.994343376,0.723453059,0.652129579,0.679632925,0.835081291
527,0.62561741,0.944973652,0.984599872,0.698698968,0.780038107,0.60885378,0.85628409,0.765570423,0.708023386,0.682734844,0.861609231,0.766486812,0.671863716,0.875643633,0.826028913,0.943468822
528,0.64699036,0.914266641,0.869406715,0.646004375,0.877928292,0.776618916,0.977993914,0.65664454,0.857133356,0.752792018,0.982725868,0.731989958,0.984874364,0.96059434,0.708153294,0.921416711
