age,annual_income,purchase_amount,gender,city,product_category,payment_method,is_returned
42,71325,287.75,Male,Los Angeles,Clothing,Debit Card,False
41,135939,1062.83,Male,San Diego,Clothing,Credit Card,True
25,74922,304.08,Male,New York,Home,PayPal,True
43,93149,383.99,Female,New York,Sports,Debit Card,True
30,77411,334.47,Female,San Diego,Electronics,PayPal,False
50,112440,660.24,Male,Dallas,Beauty,UPI,False
38,68404,271.65,Female,Phoenix,Beauty,PayPal,False
44,97559,454.78,Male,Philadelphia,Clothing,UPI,True
47,117218,698.07,Female,Dallas,Clothing,Credit Card,False
41,104692,513.9,Female,Los Angeles,Beauty,UPI,False
41,78530,302.71,Male,New York,Clothing,Debit Card,False
34,78870,303.97,Male,San Antonio,Beauty,Credit Card,False
46,73640,289.91,Female,San Jose,Beauty,UPI,True
43,57384,236.51,Male,Phoenix,Clothing,Debit Card,False
30,58101,245.61,Male,Phoenix,Clothing,Debit Card,True
50,122416,770.95,Male,Houston,Sports,UPI,True
46,112677,659.29,Female,New York,Sports,PayPal,True
48,75407,299.57,Male,San Jose,Beauty,UPI,False
34,116715,711.57,Male,Los Angeles,Electronics,PayPal,True
38,69007,284.05,Other,Phoenix,Beauty,Credit Card,False
48,40488,167.53,Female,San Antonio,Electronics,PayPal,False
37,58877,229.32,Female,San Diego,Clothing,Credit Card,False
46,87496,368.14,Other,Phoenix,Sports,Credit Card,False
34,84105,357.89,Female,San Diego,Electronics,UPI,True
32,96551,450.16,Female,Los Angeles,Clothing,UPI,False
42,118906,718.65,Male,Phoenix,Beauty,Credit Card,True
35,100488,452.63,Female,Phoenix,Sports,UPI,True
46,88904,392.94,Male,San Antonio,Beauty,PayPal,True
38,81222,308.66,Other,Phoenix,Home,PayPal,False
39,63195,260.95,Female,Los Angeles,Sports,Credit Card,True
41,106500,526.51,Other,Houston,Beauty,Debit Card,True
47,114890,668.14,Other,San Antonio,Beauty,UPI,False
28,77078,321.42,Female,Los Angeles,Electronics,Debit Card,False
28,56518,245.98,Female,Dallas,Home,Debit Card,True
39,106410,526.81,Male,Chicago,Clothing,Debit Card,True
49,129546,997.1,Male,Chicago,Beauty,PayPal,False
53,73275,281.87,Male,Los Angeles,Sports,Credit Card,False
30,106533,538.52,Other,Phoenix,Home,Credit Card,True
52,90770,367.53,Male,Los Angeles,Clothing,Debit Card,True
49,78301,324.1,Other,Dallas,Beauty,UPI,True
39,124952,889.56,Male,San Diego,Home,UPI,False
38,110655,616.58,Male,New York,Beauty,PayPal,False
30,110271,580.22,Female,Houston,Clothing,Debit Card,True
35,99978,439.11,Male,New York,Sports,Credit Card,True
41,60660,250.89,Male,Los Angeles,Beauty,PayPal,True
49,124476,931.3,Female,Dallas,Sports,UPI,False
47,62169,255.16,Female,Chicago,Sports,Debit Card,True
31,101098,477.51,Female,San Jose,Clothing,UPI,True
47,59380,223.78,Female,San Diego,Sports,UPI,False
36,88659,386.19,Male,Houston,Home,PayPal,False
49,64341,232.45,Female,Chicago,Home,PayPal,True
42,78023,309.96,Other,San Antonio,Clothing,Credit Card,True
36,104800,547.55,Male,Los Angeles,Clothing,PayPal,False
41,114715,657.73,Female,Los Angeles,Beauty,Credit Card,False
50,89753,362.84,Female,New York,Clothing,PayPal,True
39,111658,614.16,Female,Houston,Sports,Credit Card,True
50,112321,620.77,Male,New York,Clothing,PayPal,True
33,123435,829.04,Other,San Diego,Home,UPI,True
30,74321,333.96,Other,Los Angeles,Sports,UPI,True
47,108751,611.51,Male,New York,Beauty,Credit Card,True
48,105119,539.41,Male,Los Angeles,Sports,PayPal,False
37,104837,550.12,Male,Los Angeles,Clothing,Debit Card,True
47,119760,814.19,Female,Chicago,Home,Credit Card,True
34,62420,256.19,Other,San Jose,Clothing,Credit Card,True
43,106620,520.37,Other,San Jose,Clothing,Debit Card,True
32,61524,257.83,Female,Houston,Home,Credit Card,True
48,114606,669.7,Male,Los Angeles,Sports,Debit Card,False
48,88580,373.18,Female,San Jose,Electronics,PayPal,True
47,95357,427.63,Female,New York,Clothing,UPI,True
44,108046,499.36,Female,San Jose,Clothing,Credit Card,False
30,69067,281.85,Female,San Jose,Home,PayPal,False
42,75518,303.96,Other,Philadelphia,Clothing,UPI,True
43,120772,783.3,Male,New York,Clothing,Credit Card,False
51,114911,665.5,Male,Philadelphia,Beauty,Debit Card,True
42,73306,298.8,Male,San Jose,Sports,Debit Card,False
33,99164,452.71,Other,Los Angeles,Clothing,UPI,False
45,135716,1064.25,Male,Los Angeles,Sports,Debit Card,True
33,85870,347.46,Other,San Diego,Beauty,UPI,True
33,61399,258.66,Other,Phoenix,Sports,Debit Card,False
31,90204,401.21,Female,Houston,Beauty,UPI,True
50,85709,340.52,Male,Dallas,Sports,Credit Card,False
42,114253,644.49,Female,Dallas,Electronics,Credit Card,True
33,76272,319.6,Female,Chicago,Home,UPI,False
40,111597,582.6,Male,San Diego,Beauty,Debit Card,True
45,76449,300.31,Male,Dallas,Beauty,Credit Card,True
42,103020,479.93,Female,Phoenix,Home,UPI,True
34,66901,258.15,Other,Phoenix,Home,PayPal,True
45,80505,309.26,Male,Chicago,Clothing,Credit Card,True
47,129628,979.57,Female,New York,Home,PayPal,False
36,58283,248.14,Female,San Diego,Sports,Credit Card,True
48,95806,403.12,Male,San Antonio,Home,UPI,True
36,84145,349.9,Other,San Diego,Beauty,Debit Card,False
43,59450,237.05,Other,Dallas,Clothing,Debit Card,False
42,106973,507.87,Male,Houston,Home,PayPal,True
43,61489,244.44,Female,New York,Electronics,Debit Card,True
48,76780,288.44,Female,San Antonio,Sports,PayPal,True
47,73335,268.8,Male,New York,Electronics,UPI,False
41,82832,336.39,Female,San Diego,Sports,PayPal,True
43,103894,503.21,Other,Los Angeles,Home,PayPal,False
37,70186,276.26,Female,Dallas,Electronics,PayPal,True
34,66494,261.26,Other,San Jose,Electronics,Credit Card,True
40,81487,343.29,Other,San Diego,Electronics,Credit Card,True
41,73571,290.88,Male,San Diego,Home,Debit Card,True
43,83266,332.57,Female,Chicago,Sports,Credit Card,False
46,64382,246.92,Female,Los Angeles,Electronics,UPI,True
34,71359,287.54,Male,San Antonio,Electronics,Debit Card,True
56,138116,1177.5,Male,Dallas,Sports,Debit Card,False
33,62454,254.92,Female,San Diego,Sports,UPI,False
36,55749,243.66,Other,San Jose,Clothing,PayPal,True
44,62681,254.98,Female,Philadelphia,Beauty,Credit Card,False
46,86706,344.08,Male,New York,Sports,Credit Card,True
46,85656,321.38,Male,San Antonio,Home,PayPal,False
46,118253,727.82,Male,San Jose,Sports,Credit Card,True
39,124904,883.31,Female,San Diego,Home,UPI,True
33,59731,226.28,Other,San Antonio,Electronics,PayPal,False
49,86586,361.34,Female,Houston,Beauty,PayPal,False
45,81595,316.75,Other,San Antonio,Clothing,PayPal,False
43,83473,326.39,Female,Los Angeles,Beauty,UPI,False
44,86445,369.11,Other,Phoenix,Home,UPI,True
41,72259,284.31,Female,San Diego,Sports,Debit Card,False
45,121110,769.66,Other,Chicago,Clothing,PayPal,False
46,124584,979.51,Male,New York,Sports,Debit Card,True
51,56468,220.97,Female,San Jose,Sports,Credit Card,True
32,52348,211.9,Female,Los Angeles,Clothing,UPI,False
37,61151,236.5,Other,Dallas,Home,Debit Card,False
36,123914,884.62,Male,San Antonio,Electronics,UPI,True
46,67867,251.19,Male,Houston,Electronics,Debit Card,False
37,72217,299.96,Other,Phoenix,Clothing,Debit Card,True
48,107328,552.93,Female,New York,Beauty,PayPal,True
44,84965,349.41,Female,Dallas,Electronics,UPI,False
47,103588,493.61,Female,Phoenix,Electronics,UPI,False
39,81090,329.65,Female,Los Angeles,Sports,Credit Card,False
46,44084,176.94,Other,Phoenix,Home,Debit Card,False
45,78600,314.97,Male,San Antonio,Home,UPI,True
43,113216,641.26,Male,San Antonio,Clothing,Credit Card,True
38,81733,335.62,Male,San Jose,Clothing,Debit Card,False
45,101744,503.37,Other,San Antonio,Electronics,Debit Card,True
47,77930,300.13,Other,Los Angeles,Clothing,Debit Card,False
34,111271,631.57,Male,New York,Clothing,Credit Card,False
44,117583,738.27,Female,Philadelphia,Electronics,UPI,True
47,64775,222.44,Female,New York,Home,Credit Card,True
41,117825,692.2,Female,Phoenix,Home,Debit Card,False
40,95417,440.02,Female,Dallas,Electronics,UPI,True
54,71050,267.32,Other,San Diego,Sports,Debit Card,True
38,90848,397.21,Male,New York,Clothing,PayPal,True
50,117429,742.96,Male,San Jose,Beauty,UPI,True
38,118034,731.75,Other,New York,Clothing,UPI,True
45,119793,800.33,Other,Dallas,Home,Credit Card,True
44,83488,346.64,Other,San Jose,Clothing,UPI,False
52,92257,406.62,Male,San Antonio,Home,PayPal,True
45,95659,400.4,Female,Houston,Sports,UPI,True
44,81463,322.3,Other,Philadelphia,Beauty,PayPal,True
37,54400,229.08,Other,Phoenix,Electronics,Credit Card,True
52,98521,421.43,Female,San Diego,Sports,PayPal,False
28,65298,259.66,Other,San Jose,Beauty,Debit Card,True
45,124657,867.68,Other,San Jose,Electronics,UPI,False
40,71778,276.19,Female,Los Angeles,Clothing,Credit Card,True
37,70792,299.57,Female,San Antonio,Sports,Credit Card,True
49,92694,389.55,Male,San Antonio,Beauty,Credit Card,True
36,97120,435.13,Other,San Diego,Beauty,Credit Card,True
32,44319,197.31,Female,San Diego,Clothing,Debit Card,True
35,63611,258.12,Female,New York,Sports,UPI,True
39,113645,644.32,Female,New York,Home,UPI,False
42,66743,233.97,Female,Philadelphia,Clothing,UPI,False
34,97375,448.13,Male,Dallas,Sports,Credit Card,False
45,63027,232.03,Female,Chicago,Home,PayPal,True
46,108628,557.75,Male,Chicago,Sports,PayPal,True
53,101550,472.8,Other,Houston,Clothing,UPI,False
39,106056,539.7,Other,San Diego,Home,PayPal,True
42,83351,346.09,Other,Houston,Sports,Credit Card,False
43,63527,255.17,Other,Philadelphia,Home,Debit Card,False
50,130668,1093.98,Male,Dallas,Sports,Debit Card,False
38,71406,282.28,Female,San Jose,Electronics,Credit Card,True
37,103801,518.78,Male,Dallas,Sports,Debit Card,False
38,56460,261.57,Male,Houston,Clothing,Debit Card,False
38,65826,269.8,Male,Dallas,Beauty,UPI,True
43,98388,479.59,Male,Chicago,Sports,UPI,True
49,65914,250.8,Other,San Diego,Home,Credit Card,False
48,83394,340.3,Other,San Antonio,Sports,PayPal,False
39,68099,254.51,Female,New York,Beauty,UPI,True
42,65583,270.12,Male,Philadelphia,Electronics,Debit Card,True
43,71908,285.88,Female,Phoenix,Home,UPI,False
39,76425,324.34,Other,Houston,Clothing,UPI,False
53,118676,836.97,Female,San Antonio,Home,Credit Card,True
54,107043,558.94,Other,San Diego,Beauty,Debit Card,False
37,68175,274.02,Male,New York,Electronics,PayPal,True
34,73274,299.27,Male,Los Angeles,Beauty,UPI,True
41,76268,305.13,Other,Los Angeles,Beauty,PayPal,True
54,77066,306.3,Male,Phoenix,Clothing,Debit Card,True
45,112508,599.48,Female,Chicago,Clothing,UPI,True
44,60899,255.39,Male,San Diego,Beauty,UPI,True
48,88368,378.6,Male,New York,Clothing,Credit Card,True
53,122262,811.59,Other,Chicago,Clothing,Debit Card,True
45,76176,307.32,Female,San Antonio,Clothing,UPI,True
43,75914,287.36,Male,Los Angeles,Beauty,Debit Card,True
45,119101,747.64,Female,Chicago,Electronics,PayPal,False
41,41567,187.9,Other,Houston,Clothing,Credit Card,False
49,114842,664.19,Male,Houston,Clothing,PayPal,True
37,97208,475.52,Female,San Jose,Home,Debit Card,False
53,111157,550.48,Male,San Jose,Electronics,Credit Card,True
40,86324,325.2,Female,San Jose,Electronics,UPI,False
45,136372,1163.44,Female,San Diego,Clothing,Credit Card,False
42,111748,620.68,Male,San Diego,Electronics,UPI,False
47,109724,627.87,Male,Houston,Beauty,Credit Card,True
33,80490,329.12,Female,San Diego,Home,Credit Card,False
35,90024,383.43,Male,Philadelphia,Beauty,PayPal,False
50,120389,780.75,Female,Houston,Electronics,Credit Card,True
45,103894,489.63,Other,Los Angeles,Clothing,UPI,True
33,101501,481.98,Female,San Antonio,Electronics,PayPal,False
54,73910,299.82,Male,Dallas,Beauty,UPI,True
52,110069,613.25,Male,Chicago,Electronics,UPI,True
36,69966,282.74,Female,Chicago,Beauty,UPI,False
33,57706,215.29,Female,Houston,Beauty,Credit Card,True
49,111192,631.27,Male,Los Angeles,Electronics,PayPal,False
50,124556,900.18,Male,Philadelphia,Sports,UPI,False
35,42992,177.57,Female,San Jose,Sports,PayPal,False
42,64254,254.61,Male,Houston,Home,Debit Card,True
50,75134,282.83,Male,Los Angeles,Beauty,UPI,True
44,67760,272.49,Other,Philadelphia,Electronics,Credit Card,True
45,121481,862.82,Female,San Diego,Clothing,UPI,True
45,65877,281.84,Male,Los Angeles,Clothing,UPI,True
43,69130,268.39,Female,San Antonio,Electronics,PayPal,True
44,106541,538.44,Other,Chicago,Clothing,Debit Card,True
45,131580,973.82,Female,New York,Home,Credit Card,False
43,65193,269.68,Female,Chicago,Clothing,Credit Card,True
37,54193,231.33,Female,Houston,Home,Credit Card,False
44,97128,433.23,Male,Los Angeles,Electronics,Debit Card,True
46,70911,268.85,Other,Philadelphia,Home,UPI,True
32,82034,348.79,Female,San Diego,Home,Credit Card,True
32,111455,630.16,Male,Dallas,Home,UPI,False
51,80910,283.65,Female,Dallas,Clothing,PayPal,True
41,59632,251.92,Other,San Jose,Electronics,PayPal,True
41,98467,425.45,Other,Phoenix,Clothing,UPI,True
36,103930,490.67,Female,Dallas,Clothing,UPI,False
33,83696,358.64,Female,San Jose,Home,Credit Card,False
49,73090,289.72,Other,Los Angeles,Sports,PayPal,False
49,108284,544.95,Female,Philadelphia,Clothing,PayPal,True
41,71719,280.37,Female,Houston,Electronics,Debit Card,False
47,69153,272.12,Male,San Diego,Sports,UPI,True
41,86322,363.94,Male,San Jose,Home,UPI,False
23,47794,210.64,Other,Houston,Home,UPI,True
36,60266,230.98,Male,San Diego,Beauty,UPI,False
43,85979,343.13,Male,Los Angeles,Sports,Debit Card,False
45,41327,187.53,Other,San Jose,Clothing,Debit Card,False
50,69928,263.12,Female,Chicago,Sports,PayPal,False
42,112544,654.23,Other,San Antonio,Electronics,Credit Card,True
49,114238,649.45,Male,San Antonio,Beauty,PayPal,True
50,98382,470.89,Other,Houston,Sports,PayPal,False
29,107280,562.74,Female,San Jose,Beauty,Credit Card,True
50,99797,453.31,Male,Chicago,Electronics,PayPal,True
34,109027,584.1,Other,Phoenix,Sports,UPI,True
49,101975,473.27,Other,Philadelphia,Clothing,Debit Card,True
42,56331,221.59,Female,Houston,Home,UPI,False
29,104652,533.45,Female,Chicago,Electronics,Credit Card,True
34,80706,330.67,Other,San Antonio,Sports,Debit Card,True
45,62288,242.02,Female,Los Angeles,Clothing,Debit Card,True
43,95196,401.75,Male,San Jose,Electronics,UPI,False
35,114065,671.02,Male,San Jose,Clothing,UPI,False
54,109698,580.2,Female,Dallas,Sports,Debit Card,False
32,87970,370.48,Male,Los Angeles,Home,UPI,False
57,78616,317.12,Female,Phoenix,Sports,Credit Card,False
44,62387,247.66,Other,Los Angeles,Clothing,Debit Card,True
45,79334,348.84,Other,San Antonio,Home,UPI,False
44,92862,417.59,Female,Dallas,Electronics,PayPal,False
35,79600,315.13,Female,Philadelphia,Home,PayPal,False
37,124257,824.53,Male,Houston,Home,Credit Card,False
33,118685,758.42,Other,New York,Electronics,Credit Card,True
38,67063,265.37,Female,Dallas,Sports,Debit Card,False
39,90830,403.44,Male,Chicago,Clothing,Debit Card,True
33,82874,364.12,Female,San Antonio,Electronics,PayPal,True
51,95128,451.29,Other,Los Angeles,Home,PayPal,True
44,105497,517.48,Male,Los Angeles,Clothing,UPI,True
48,101542,500.07,Other,San Antonio,Beauty,UPI,False
37,64848,262.39,Male,Houston,Clothing,UPI,True
29,54293,237.31,Female,Philadelphia,Sports,Credit Card,False
37,73313,289.94,Other,New York,Electronics,UPI,True
35,83485,368.89,Male,San Antonio,Home,UPI,False
28,96161,423.73,Female,San Antonio,Electronics,PayPal,True
48,116156,714.32,Female,Phoenix,Beauty,Debit Card,True
40,61582,231.08,Other,Houston,Electronics,Debit Card,False
49,103096,480.16,Female,San Diego,Electronics,Credit Card,False
39,98104,460.65,Male,Dallas,Home,Debit Card,True
36,88511,371.4,Other,Chicago,Home,Credit Card,False
38,80229,329.96,Female,New York,Beauty,Debit Card,False
40,90182,384.84,Other,New York,Home,UPI,True
48,61717,239.3,Female,Chicago,Beauty,Credit Card,False
39,93750,405.11,Other,San Jose,Home,PayPal,False
46,88463,352.0,Female,New York,Beauty,Credit Card,True
46,105513,526.24,Female,San Antonio,Beauty,PayPal,False
56,84587,339.8,Female,Houston,Home,Credit Card,False
28,104589,535.01,Male,Houston,Beauty,PayPal,False
48,116443,740.0,Male,Dallas,Home,UPI,False
36,53441,231.4,Other,New York,Electronics,Credit Card,True
53,61475,218.9,Male,Philadelphia,Sports,Debit Card,False
35,97842,434.76,Other,New York,Electronics,UPI,False
51,120426,795.69,Female,Chicago,Beauty,Credit Card,True
45,40722,168.82,Other,San Antonio,Clothing,UPI,False
37,116585,668.46,Other,Houston,Clothing,UPI,False
33,66206,258.3,Male,San Jose,Home,PayPal,False
43,119868,769.59,Male,New York,Electronics,Credit Card,False
48,95361,413.87,Male,San Diego,Sports,Credit Card,True
34,78061,331.15,Other,New York,Clothing,PayPal,True
36,111952,601.8,Female,Dallas,Home,PayPal,False
47,117446,761.79,Female,San Jose,Sports,Credit Card,True
47,107032,564.35,Other,Phoenix,Home,UPI,True
35,77457,320.07,Other,Los Angeles,Electronics,PayPal,True
41,61234,257.55,Female,Los Angeles,Clothing,Credit Card,True
47,71263,281.98,Female,San Jose,Home,Credit Card,True
35,77041,296.16,Female,San Diego,Clothing,Debit Card,False
49,73996,285.96,Female,Chicago,Electronics,Debit Card,True
47,78610,308.54,Female,Phoenix,Electronics,UPI,False
43,119728,762.68,Male,San Jose,Clothing,Debit Card,False
43,115181,731.66,Female,San Antonio,Home,UPI,True
40,119773,743.66,Male,Los Angeles,Sports,UPI,False
42,68664,262.45,Female,Houston,Clothing,Debit Card,True
46,107157,505.89,Other,San Diego,Electronics,Debit Card,True
31,55398,235.49,Male,New York,Home,UPI,True
45,66352,255.6,Female,Los Angeles,Home,Credit Card,True
36,109646,603.81,Other,Phoenix,Beauty,PayPal,False
42,103486,498.56,Female,Chicago,Clothing,UPI,False
42,76246,303.05,Female,New York,Beauty,PayPal,False
35,90294,371.06,Other,Houston,Home,UPI,True
42,69228,280.85,Other,Los Angeles,Clothing,Credit Card,True
35,122491,767.27,Male,Houston,Home,Debit Card,True
53,103940,511.73,Male,San Diego,Beauty,PayPal,False
41,114100,684.83,Male,Chicago,Sports,PayPal,True
34,97189,410.22,Female,Houston,Electronics,PayPal,True
51,120303,740.45,Other,Philadelphia,Clothing,Credit Card,False
44,98395,410.68,Other,Chicago,Sports,Debit Card,True
48,113076,691.97,Male,New York,Electronics,UPI,False
47,106600,523.59,Female,Los Angeles,Beauty,PayPal,False
36,114126,673.22,Male,New York,Sports,PayPal,False
37,68714,273.03,Other,Dallas,Clothing,Credit Card,False
42,110194,601.03,Male,New York,Clothing,Credit Card,False
43,120835,799.79,Male,San Diego,Home,Credit Card,True
29,115841,670.94,Male,Phoenix,Clothing,Credit Card,False
42,125876,910.04,Other,New York,Home,PayPal,True
46,95782,429.02,Other,Chicago,Electronics,Credit Card,True
58,113120,613.26,Female,Dallas,Sports,UPI,False
50,84642,323.06,Other,San Diego,Beauty,Credit Card,False
45,65731,266.25,Male,New York,Electronics,Debit Card,True
47,100814,464.85,Female,San Diego,Sports,Debit Card,True
38,58392,243.59,Male,Philadelphia,Home,PayPal,False
36,68810,278.19,Female,Philadelphia,Sports,Debit Card,False
49,108168,547.94,Male,Los Angeles,Clothing,Credit Card,False
53,101061,478.18,Other,Houston,Sports,PayPal,False
45,119882,828.23,Female,New York,Sports,UPI,False
44,65976,244.92,Female,Houston,Clothing,Debit Card,False
42,102349,491.26,Male,Phoenix,Beauty,Credit Card,True
38,72658,290.02,Other,San Diego,Home,PayPal,False
39,63825,250.27,Other,Los Angeles,Home,Credit Card,True
37,81861,317.22,Other,Houston,Home,Credit Card,False
42,63645,256.65,Male,Phoenix,Clothing,UPI,False
27,63083,265.12,Female,San Jose,Clothing,UPI,False
36,136411,1118.97,Other,Los Angeles,Sports,Debit Card,True
40,93874,420.02,Other,San Antonio,Electronics,PayPal,True
48,71346,286.73,Other,Los Angeles,Home,UPI,False
40,119745,773.91,Other,Dallas,Electronics,UPI,False
51,96339,444.37,Female,Houston,Electronics,Debit Card,True
37,45646,197.22,Female,Chicago,Electronics,UPI,True
45,101721,471.4,Other,Phoenix,Clothing,PayPal,False
52,86864,362.25,Other,San Diego,Sports,Debit Card,True
33,78558,334.69,Male,New York,Electronics,PayPal,True
49,63067,233.5,Female,Dallas,Sports,Debit Card,True
37,102914,489.1,Other,San Jose,Clothing,UPI,False
32,65581,286.78,Other,Los Angeles,Home,Debit Card,True
42,128046,954.09,Male,San Diego,Sports,Debit Card,True
45,103132,490.69,Male,Philadelphia,Clothing,PayPal,True
41,106620,493.35,Male,San Jose,Home,Debit Card,True
53,84895,356.91,Female,Los Angeles,Clothing,PayPal,False
41,139548,1170.76,Male,Los Angeles,Sports,Credit Card,False
42,70679,276.58,Female,Los Angeles,Home,PayPal,False
34,86163,356.02,Male,Chicago,Sports,Credit Card,False
40,63666,222.68,Female,Dallas,Electronics,PayPal,True
36,74450,305.42,Other,San Antonio,Sports,PayPal,True
42,99238,450.31,Male,Houston,Sports,Credit Card,True
43,67782,278.64,Other,San Antonio,Clothing,PayPal,False
45,71126,279.3,Male,Houston,Clothing,Debit Card,False
42,101409,464.57,Other,New York,Clothing,Credit Card,True
31,66354,247.26,Other,Los Angeles,Home,UPI,False
40,83741,319.81,Other,San Diego,Sports,UPI,False
49,57722,221.62,Female,Dallas,Electronics,PayPal,True
31,101418,482.5,Other,San Antonio,Electronics,UPI,False
45,114845,729.61,Other,San Antonio,Sports,Credit Card,True
48,101549,484.51,Male,Houston,Beauty,Credit Card,False
47,102278,493.0,Female,Chicago,Beauty,Debit Card,False
36,86437,352.73,Female,Dallas,Home,PayPal,False
36,85760,369.88,Female,San Jose,Clothing,Credit Card,False
43,68810,264.98,Female,San Jose,Home,PayPal,False
52,105287,528.64,Male,Houston,Electronics,Credit Card,False
29,87409,377.05,Other,Houston,Clothing,Debit Card,True
44,86945,358.68,Other,Los Angeles,Clothing,PayPal,False
32,62801,261.09,Other,San Antonio,Clothing,Credit Card,False
39,92850,426.42,Female,San Jose,Sports,UPI,True
54,83786,330.59,Male,Dallas,Beauty,Debit Card,True
27,76759,319.36,Female,Chicago,Home,PayPal,False
53,87373,356.13,Other,Philadelphia,Home,Debit Card,True
35,64740,267.59,Female,Dallas,Clothing,Debit Card,False
29,83859,344.59,Other,San Antonio,Beauty,PayPal,True
37,53457,208.94,Male,Phoenix,Home,UPI,False
40,49980,232.4,Female,San Diego,Home,Debit Card,True
43,77228,313.69,Other,San Jose,Beauty,PayPal,False
43,66565,263.96,Female,Los Angeles,Beauty,Credit Card,True
54,123674,795.71,Male,Phoenix,Sports,PayPal,True
49,82147,330.79,Other,New York,Beauty,PayPal,True
42,65544,259.1,Male,Houston,Home,PayPal,True
33,78946,330.66,Other,San Jose,Beauty,Debit Card,True
38,79228,313.25,Male,San Diego,Beauty,Debit Card,True
30,71741,300.7,Female,New York,Home,Debit Card,False
33,70454,285.59,Other,San Antonio,Home,PayPal,True
30,67494,278.85,Male,San Diego,Electronics,Debit Card,False
43,85816,352.86,Female,Chicago,Home,PayPal,False
43,54394,222.82,Female,San Diego,Beauty,PayPal,False
49,62838,241.07,Female,San Diego,Clothing,UPI,True
47,57710,235.95,Female,Dallas,Home,Debit Card,True
39,105988,527.13,Female,Chicago,Home,Debit Card,True
50,74661,303.98,Male,Dallas,Home,PayPal,False
37,79558,328.54,Other,Houston,Clothing,PayPal,False
45,113622,684.3,Female,Philadelphia,Clothing,Debit Card,True
45,102132,500.15,Female,Los Angeles,Clothing,Debit Card,True
30,113961,648.01,Male,New York,Electronics,Debit Card,False
37,62409,252.31,Other,San Diego,Clothing,Credit Card,True
39,114367,645.95,Male,Dallas,Beauty,Credit Card,True
41,81755,322.03,Other,Phoenix,Beauty,PayPal,True
49,89303,348.71,Other,San Antonio,Beauty,Credit Card,True
35,71514,276.09,Other,Philadelphia,Home,Credit Card,False
48,114296,704.57,Male,San Jose,Electronics,Debit Card,False
34,98436,438.73,Female,San Antonio,Clothing,Debit Card,True
39,64106,269.31,Other,San Jose,Beauty,Debit Card,False
51,117576,770.76,Female,San Jose,Home,UPI,True
40,71114,281.38,Other,San Diego,Clothing,Credit Card,False
46,117744,717.92,Male,San Diego,Home,Credit Card,True
39,75332,302.04,Other,Dallas,Clothing,Debit Card,False
44,109536,575.19,Other,Philadelphia,Sports,Debit Card,True
42,78804,330.96,Female,Phoenix,Sports,PayPal,False
37,120272,814.09,Female,Philadelphia,Home,PayPal,True
43,79717,316.14,Other,Los Angeles,Home,PayPal,True
46,75652,302.82,Male,Phoenix,Electronics,Debit Card,True
33,120486,727.94,Female,Dallas,Clothing,Credit Card,True
45,83009,327.15,Male,San Jose,Clothing,Debit Card,True
39,114561,695.92,Male,New York,Home,Credit Card,False
36,75683,311.44,Other,Philadelphia,Beauty,PayPal,True
54,112182,631.23,Other,Houston,Home,UPI,False
39,114558,650.7,Male,San Diego,Electronics,Debit Card,False
44,99296,452.98,Other,Los Angeles,Sports,Credit Card,False
45,90011,389.33,Female,Philadelphia,Electronics,UPI,True
37,63417,253.81,Female,Philadelphia,Clothing,Debit Card,False
49,61500,229.84,Female,Phoenix,Electronics,PayPal,True
41,90043,392.25,Male,San Diego,Beauty,PayPal,True
40,109701,582.11,Male,Houston,Clothing,UPI,False
48,77147,327.1,Female,Phoenix,Sports,UPI,False
44,63688,244.52,Other,San Diego,Clothing,Debit Card,True
41,109121,544.77,Female,Houston,Sports,PayPal,True
43,107570,571.24,Other,Chicago,Home,UPI,False
40,87425,363.81,Other,Philadelphia,Electronics,Debit Card,False
47,83003,338.0,Female,Houston,Sports,UPI,False
48,85817,354.56,Female,San Jose,Beauty,UPI,False
37,50326,204.19,Male,Los Angeles,Home,Debit Card,False
35,68552,261.52,Other,New York,Electronics,Debit Card,True
55,114835,698.95,Other,San Antonio,Beauty,PayPal,True
41,109796,630.09,Other,Dallas,Beauty,UPI,True
39,66629,258.6,Other,Philadelphia,Electronics,UPI,False
49,118709,765.3,Male,San Antonio,Clothing,PayPal,False
48,101011,439.57,Other,New York,Electronics,Credit Card,False
33,86050,366.67,Female,San Antonio,Beauty,PayPal,True
38,94795,390.87,Male,Los Angeles,Clothing,Debit Card,False
37,51036,236.9,Female,Houston,Home,UPI,False
49,121569,818.63,Female,Houston,Clothing,Credit Card,False
39,62242,255.76,Female,Los Angeles,Beauty,PayPal,False
39,90515,374.53,Female,San Jose,Home,Credit Card,False
32,61863,250.96,Female,San Diego,Clothing,Credit Card,False
52,115452,687.66,Male,San Antonio,Clothing,PayPal,True
49,124014,914.25,Male,San Jose,Beauty,PayPal,True
41,47190,192.42,Other,San Diego,Home,UPI,False
35,102752,487.31,Other,San Diego,Home,PayPal,False
42,113809,704.58,Female,Houston,Clothing,UPI,False
46,122879,838.59,Female,San Antonio,Beauty,Debit Card,True
42,120987,760.89,Male,Dallas,Beauty,Credit Card,False
52,111311,599.5,Male,Phoenix,Beauty,Credit Card,False
49,117361,752.2,Other,San Antonio,Sports,PayPal,False
39,64529,257.83,Other,Philadelphia,Beauty,UPI,True
43,85419,339.3,Female,Philadelphia,Home,PayPal,False
43,101407,469.75,Male,San Antonio,Electronics,PayPal,True
