age,gender,city,annual_income,product_category,purchase_amount,payment_method,is_returned
30,Other,Houston,116075,Sports,590.5,Debit Card,True
44,Male,San Jose,149822,Electronics,694.41,UPI,False
23,Female,Chicago,124389,Sports,688.51,PayPal,True
26,Male,Chicago,86310,Clothing,678.99,UPI,True
43,Other,Los Angeles,53097,Clothing,155.58,PayPal,False
29,Other,Chicago,42853,Beauty,349.89,UPI,True
54,Male,Chicago,129118,Beauty,660.49,UPI,False
30,Male,Chicago,81643,Sports,102.03,Debit Card,False
62,Other,San Antonio,102671,Electronics,501.54,Debit Card,False
39,Male,Phoenix,30011,Clothing,148.91,UPI,False
38,Female,Houston,53141,Home,240.48,Debit Card,False
56,Female,Houston,110110,Sports,834.1,UPI,True
60,Female,Dallas,141459,Clothing,1262.05,Credit Card,True
56,Other,Chicago,34353,Electronics,292.74,Credit Card,True
65,Male,New York,57882,Electronics,64.41,Debit Card,False
65,Male,Dallas,129536,Beauty,150.6,PayPal,False
28,Female,San Diego,103081,Beauty,352.45,UPI,True
51,Male,San Antonio,104116,Clothing,1048.96,UPI,True
43,Male,Chicago,123450,Home,1261.52,UPI,True
54,Female,New York,30011,Clothing,87.48,UPI,False
53,Male,Phoenix,70865,Beauty,343.18,PayPal,False
39,Female,Dallas,104933,Sports,734.17,Credit Card,False
61,Female,New York,73967,Home,576.02,PayPal,False
52,Female,Los Angeles,93303,Beauty,228.16,Credit Card,True
24,Female,Los Angeles,108714,Clothing,113.25,PayPal,True
63,Other,Dallas,79536,Home,147.34,UPI,False
43,Other,Philadelphia,58310,Home,166.19,Debit Card,False
30,Other,Chicago,72613,Electronics,745.68,Debit Card,True
44,Other,Houston,113566,Home,663.75,Debit Card,False
51,Male,New York,113750,Sports,43.07,Debit Card,False
58,Other,Houston,96000,Home,360.55,Debit Card,True
26,Female,Dallas,43664,Clothing,310.47,UPI,True
18,Male,New York,104525,Home,832.9,Debit Card,False
38,Other,Phoenix,30011,Electronics,193.24,Credit Card,False
20,Male,Los Angeles,145875,Electronics,481.77,Credit Card,False
18,Other,San Diego,61184,Electronics,307.94,Credit Card,False
52,Female,New York,79999,Home,197.53,PayPal,False
65,Female,San Diego,117445,Electronics,830.52,UPI,True
27,Male,San Jose,78658,Sports,326.34,Debit Card,True
52,Other,San Diego,95275,Clothing,91.07,PayPal,False
57,Male,San Diego,86179,Home,384.49,Debit Card,False
26,Other,San Antonio,47682,Clothing,260.5,PayPal,True
53,Female,New York,53473,Electronics,339.68,Debit Card,True
62,Other,San Diego,115804,Electronics,1000.35,Credit Card,True
54,Male,New York,67571,Clothing,244.88,PayPal,True
22,Female,San Jose,91959,Electronics,682.66,Debit Card,True
56,Other,Los Angeles,61656,Electronics,259.78,Credit Card,True
43,Male,Dallas,131632,Home,799.89,Credit Card,True
45,Male,Chicago,53474,Beauty,529.75,Credit Card,True
46,Other,Los Angeles,70255,Electronics,297.68,Credit Card,True
35,Other,Chicago,143722,Electronics,737.06,UPI,False
48,Other,Los Angeles,145502,Sports,702.59,UPI,True
36,Male,Phoenix,30011,Beauty,64.88,UPI,True
42,Other,Phoenix,82376,Beauty,62.64,Debit Card,True
65,Other,San Antonio,100380,Clothing,322.76,Credit Card,True
34,Female,Chicago,89979,Sports,491.24,UPI,True
19,Female,Dallas,120737,Home,668.02,UPI,True
56,Female,Philadelphia,72331,Beauty,95.74,Credit Card,True
23,Other,Phoenix,123338,Beauty,489.54,UPI,True
19,Other,Houston,77987,Electronics,476.0,Credit Card,True
40,Male,Los Angeles,54364,Sports,230.27,Debit Card,True
36,Male,Dallas,35470,Sports,225.17,Credit Card,False
53,Other,San Diego,43976,Clothing,25.9,UPI,False
36,Female,Chicago,149822,Beauty,1456.04,UPI,True
21,Male,Phoenix,73357,Home,591.33,Debit Card,False
20,Female,Phoenix,66823,Home,683.86,Debit Card,False
19,Other,San Jose,84473,Home,385.49,UPI,False
24,Other,Chicago,59035,Sports,516.85,Credit Card,False
32,Other,San Antonio,102828,Beauty,213.56,PayPal,False
45,Other,Philadelphia,130778,Clothing,760.5,Credit Card,True
56,Other,Los Angeles,135948,Electronics,189.71,Debit Card,False
42,Male,San Diego,149822,Home,1456.04,Credit Card,True
41,Male,Phoenix,116925,Sports,1346.94,Credit Card,False
27,Other,Houston,140108,Home,200.46,Credit Card,True
21,Other,Dallas,49852,Beauty,129.96,Debit Card,False
54,Other,Los Angeles,133249,Home,189.17,PayPal,False
28,Other,New York,30011,Home,33.36,Debit Card,True
58,Male,San Diego,89034,Beauty,191.43,UPI,True
22,Female,San Diego,59522,Home,453.4,Credit Card,True
31,Female,Los Angeles,79695,Electronics,195.14,Debit Card,False
46,Other,Dallas,149822,Electronics,539.08,PayPal,False
64,Male,Los Angeles,135556,Home,1235.69,Credit Card,True
18,Female,Philadelphia,40537,Electronics,96.48,UPI,True
63,Male,Los Angeles,64663,Electronics,552.52,Credit Card,True
48,Female,San Antonio,49860,Clothing,496.12,PayPal,True
60,Other,San Diego,57923,Home,711.23,PayPal,False
63,Other,San Jose,39340,Electronics,216.57,PayPal,True
36,Male,Phoenix,97673,Sports,431.63,UPI,True
28,Male,Phoenix,101784,Home,499.74,Credit Card,True
23,Other,Phoenix,79733,Home,615.04,Credit Card,True
36,Female,San Diego,57862,Clothing,237.97,UPI,False
51,Other,New York,35659,Electronics,318.29,Credit Card,False
27,Other,New York,113017,Sports,852.77,PayPal,True
35,Female,Houston,55007,Home,64.28,Debit Card,False
32,Male,San Diego,117150,Sports,194.43,UPI,False
32,Other,San Antonio,101381,Beauty,862.97,Debit Card,True
25,Male,Houston,30011,Sports,132.34,Credit Card,True
28,Male,Los Angeles,141527,Sports,1195.04,PayPal,False
48,Male,New York,71352,Sports,256.99,UPI,True
18,Other,San Jose,110860,Beauty,435.01,PayPal,False
18,Female,Los Angeles,81554,Clothing,112.48,Debit Card,True
65,Other,Philadelphia,133143,Home,927.09,Debit Card,True
62,Other,San Diego,105849,Beauty,336.56,Credit Card,True
53,Male,Philadelphia,41655,Beauty,25.53,Debit Card,True
61,Male,Houston,65914,Electronics,390.75,Credit Card,True
47,Female,Dallas,143334,Clothing,274.23,Credit Card,True
35,Male,Chicago,50742,Home,121.64,PayPal,True
50,Female,San Antonio,84622,Beauty,217.3,Credit Card,True
52,Female,Houston,37046,Clothing,233.22,UPI,True
41,Other,Phoenix,148002,Beauty,509.45,Credit Card,True
48,Male,San Jose,107281,Sports,1091.5,UPI,True
65,Other,San Diego,124030,Sports,282.32,UPI,True
41,Male,San Diego,95193,Electronics,189.54,Credit Card,False
32,Male,San Diego,112101,Sports,58.62,PayPal,True
56,Other,Houston,117062,Beauty,360.18,Debit Card,True
37,Male,Houston,147829,Clothing,200.32,UPI,False
35,Other,Chicago,139949,Beauty,774.5,Credit Card,True
30,Female,Houston,34920,Beauty,22.58,Debit Card,True
59,Female,San Jose,88833,Sports,623.78,Debit Card,False
29,Male,San Diego,65320,Clothing,139.24,Debit Card,False
40,Male,Chicago,30011,Sports,117.66,UPI,True
19,Female,Dallas,85131,Home,140.81,PayPal,False
65,Male,Houston,87533,Clothing,79.96,PayPal,False
57,Other,San Jose,91041,Sports,299.73,Credit Card,False
41,Female,Philadelphia,110580,Clothing,1038.42,Debit Card,True
61,Female,Los Angeles,124358,Electronics,217.21,Debit Card,False
53,Female,Dallas,79208,Home,420.58,UPI,False
38,Female,San Jose,38311,Clothing,232.62,PayPal,True
34,Male,San Jose,149822,Sports,1081.97,Credit Card,True
52,Male,Los Angeles,114811,Electronics,56.95,PayPal,False
24,Other,San Diego,84542,Home,352.65,Debit Card,False
60,Other,San Jose,102963,Electronics,133.96,Debit Card,False
53,Male,San Jose,58770,Home,501.87,Debit Card,False
45,Female,New York,30011,Sports,115.09,Debit Card,True
51,Female,San Jose,75167,Electronics,615.76,Debit Card,False
38,Male,San Diego,75329,Beauty,900.25,UPI,True
31,Other,San Antonio,127686,Sports,686.57,UPI,False
45,Female,New York,73996,Electronics,111.61,Debit Card,True
29,Other,Houston,33582,Beauty,293.48,Credit Card,True
27,Male,New York,75854,Beauty,341.49,PayPal,True
64,Male,San Antonio,105949,Home,215.67,Debit Card,True
60,Other,Dallas,35653,Sports,163.56,Credit Card,True
60,Male,San Diego,71400,Sports,460.91,PayPal,True
44,Male,Phoenix,149822,Sports,1338.84,Debit Card,True
30,Female,San Diego,69539,Clothing,498.69,PayPal,True
41,Other,Phoenix,74918,Beauty,509.27,UPI,False
59,Female,San Antonio,149451,Electronics,533.59,Credit Card,True
42,Female,Los Angeles,104756,Electronics,1157.45,Debit Card,False
39,Female,Houston,116299,Sports,570.11,PayPal,True
46,Female,Los Angeles,63473,Electronics,87.02,UPI,True
57,Other,San Jose,133355,Electronics,923.62,UPI,True
24,Other,New York,61345,Clothing,387.38,PayPal,True
48,Female,Dallas,30011,Clothing,82.77,Credit Card,False
65,Other,Dallas,125773,Sports,653.98,Credit Card,False
21,Other,San Antonio,118280,Home,588.92,Debit Card,False
45,Other,San Jose,60681,Clothing,366.62,UPI,False
24,Other,Chicago,120361,Beauty,587.88,Credit Card,False
42,Female,Los Angeles,55832,Electronics,303.71,UPI,True
35,Male,Phoenix,65940,Sports,319.99,UPI,False
18,Female,San Diego,72801,Clothing,145.49,UPI,True
38,Female,Philadelphia,66500,Beauty,396.46,PayPal,True
24,Female,San Jose,135408,Clothing,382.58,Credit Card,False
32,Male,New York,149822,Sports,251.13,PayPal,False
30,Female,Dallas,88010,Sports,272.3,Debit Card,True
54,Female,San Diego,63867,Beauty,78.96,Credit Card,False
62,Male,Los Angeles,97367,Clothing,248.82,Debit Card,False
41,Other,Chicago,99716,Electronics,147.2,PayPal,False
18,Other,Phoenix,97554,Clothing,404.93,UPI,False
39,Other,Los Angeles,95538,Electronics,758.41,Credit Card,True
23,Other,New York,59569,Beauty,337.12,Credit Card,True
35,Other,Philadelphia,70360,Sports,693.07,UPI,True
45,Female,San Diego,130944,Electronics,551.78,PayPal,True
57,Other,Chicago,81396,Home,858.11,PayPal,True
40,Other,New York,34855,Beauty,85.62,PayPal,False
30,Other,Chicago,66032,Electronics,457.97,UPI,True
32,Male,New York,30011,Home,72.48,Debit Card,False
56,Other,San Jose,96839,Sports,552.11,UPI,False
58,Female,Houston,114155,Clothing,43.91,UPI,False
40,Other,New York,75155,Sports,899.29,Credit Card,True
57,Male,San Antonio,69225,Sports,141.96,UPI,False
52,Female,Los Angeles,69942,Electronics,74.49,Credit Card,False
33,Other,New York,85720,Sports,623.29,UPI,True
65,Male,San Diego,106516,Sports,79.63,Debit Card,False
65,Male,Houston,122658,Electronics,574.7,UPI,True
41,Other,San Jose,119309,Sports,124.32,Debit Card,False
55,Female,Los Angeles,77869,Electronics,21.58,PayPal,True
43,Other,Los Angeles,64385,Clothing,357.89,Debit Card,True
25,Female,Phoenix,106167,Home,791.95,PayPal,False
61,Other,Chicago,137860,Electronics,657.75,UPI,False
44,Other,San Antonio,53603,Home,485.12,Debit Card,True
61,Male,Chicago,58258,Sports,56.32,Debit Card,True
45,Male,Dallas,46695,Home,571.93,UPI,True
65,Male,San Diego,69912,Beauty,256.25,UPI,True
63,Female,San Jose,39428,Clothing,176.72,UPI,True
20,Female,Phoenix,70428,Beauty,222.66,UPI,True
41,Female,Dallas,130965,Sports,771.63,Debit Card,True
50,Male,Los Angeles,34897,Home,101.96,Debit Card,True
28,Male,Philadelphia,138761,Clothing,1071.72,Debit Card,False
28,Female,Houston,104390,Electronics,286.05,UPI,False
59,Male,Phoenix,98863,Beauty,358.93,Credit Card,True
49,Other,San Jose,68739,Beauty,586.51,PayPal,True
31,Male,Philadelphia,45694,Electronics,14.6,UPI,True
33,Female,Philadelphia,30011,Sports,267.82,UPI,True
38,Female,Phoenix,69255,Beauty,475.21,UPI,False
39,Other,New York,149822,Electronics,155.04,Credit Card,True
28,Male,Houston,99964,Sports,578.27,Credit Card,True
44,Male,San Antonio,101835,Home,768.01,Debit Card,True
29,Male,Houston,58215,Sports,26.7,PayPal,True
61,Male,Los Angeles,59059,Sports,261.79,UPI,True
46,Male,Philadelphia,39056,Beauty,52.01,PayPal,False
59,Female,San Diego,100317,Sports,1030.91,PayPal,False
18,Female,New York,113583,Electronics,405.2,Debit Card,False
45,Male,Chicago,101304,Electronics,1117.41,PayPal,True
48,Male,San Diego,127704,Electronics,825.82,Credit Card,False
23,Male,San Diego,149822,Electronics,713.44,UPI,False
18,Male,San Jose,91755,Home,331.89,PayPal,False
34,Female,Los Angeles,114889,Clothing,54.56,Debit Card,True
51,Male,Los Angeles,147783,Beauty,507.96,Debit Card,False
19,Other,San Jose,62221,Clothing,439.96,UPI,True
59,Other,Philadelphia,132362,Electronics,163.85,PayPal,False
21,Male,Philadelphia,85561,Beauty,484.33,PayPal,True
45,Other,San Diego,108523,Beauty,325.54,PayPal,False
29,Other,San Antonio,105694,Electronics,812.91,Credit Card,False
51,Other,San Jose,105973,Clothing,928.75,PayPal,True
65,Other,Dallas,48261,Clothing,321.63,Debit Card,True
37,Female,Dallas,106102,Electronics,685.58,Credit Card,False
55,Female,Los Angeles,111388,Electronics,187.15,UPI,False
35,Male,Philadelphia,85170,Home,714.87,PayPal,True
48,Other,San Diego,88228,Clothing,37.49,Debit Card,False
61,Male,Houston,110045,Home,257.53,PayPal,True
50,Male,Philadelphia,102217,Electronics,254.99,PayPal,True
44,Other,Houston,115758,Home,775.61,Credit Card,True
18,Female,New York,117905,Sports,842.77,Debit Card,False
52,Other,Dallas,123177,Clothing,1365.52,Credit Card,True
63,Other,Chicago,47934,Home,262.7,PayPal,True
43,Female,Philadelphia,64495,Beauty,131.78,Credit Card,False
18,Female,Los Angeles,55148,Beauty,410.02,UPI,True
21,Female,Houston,90827,Home,112.3,Debit Card,True
39,Male,Houston,98695,Clothing,439.68,PayPal,True
54,Other,San Jose,66241,Home,439.02,PayPal,False
57,Other,Houston,120460,Home,573.42,Debit Card,False
57,Other,Philadelphia,120806,Sports,1078.19,Debit Card,False
58,Other,Houston,122399,Electronics,964.0,Credit Card,False
32,Other,Phoenix,130183,Electronics,1230.96,Credit Card,True
47,Female,Houston,106899,Sports,463.05,PayPal,False
47,Other,San Antonio,73719,Home,698.58,PayPal,True
44,Other,Dallas,65698,Home,437.28,Debit Card,True
37,Other,Dallas,60511,Home,496.07,PayPal,True
47,Other,San Jose,131927,Electronics,1320.28,Debit Card,False
60,Other,Houston,52067,Clothing,333.49,PayPal,False
49,Male,Los Angeles,88645,Electronics,144.24,PayPal,False
51,Male,Houston,148192,Clothing,425.0,PayPal,True
28,Other,San Diego,77680,Sports,220.05,UPI,True
61,Other,Los Angeles,65897,Home,247.3,PayPal,True
31,Female,Dallas,41802,Clothing,360.21,Debit Card,False
37,Other,San Diego,69041,Electronics,98.86,Credit Card,False
53,Other,Los Angeles,136646,Sports,318.77,Debit Card,True
40,Male,San Diego,111391,Electronics,120.44,Debit Card,False
24,Male,Phoenix,59744,Electronics,555.57,Credit Card,True
31,Female,San Antonio,74725,Clothing,121.53,UPI,False
46,Female,Houston,73205,Home,154.99,PayPal,False
25,Female,Philadelphia,133964,Electronics,1041.08,UPI,False
28,Female,San Diego,90864,Sports,344.03,UPI,True
44,Female,Houston,132087,Electronics,737.6,Credit Card,False
58,Male,San Diego,105305,Sports,1003.7,UPI,False
38,Male,New York,118368,Clothing,698.36,UPI,True
56,Male,Philadelphia,86666,Sports,142.43,UPI,False
52,Female,Houston,149822,Beauty,692.05,Debit Card,True
33,Female,San Diego,31998,Clothing,20.42,Debit Card,True
62,Male,Philadelphia,101009,Clothing,282.66,Debit Card,True
49,Female,Los Angeles,82954,Electronics,200.34,Credit Card,False
18,Female,San Diego,48546,Sports,164.28,UPI,False
57,Other,Phoenix,114989,Electronics,796.01,Credit Card,True
59,Female,San Antonio,68085,Clothing,439.2,Credit Card,True
62,Other,San Diego,68355,Electronics,182.22,PayPal,True
49,Male,San Diego,78590,Home,315.89,Debit Card,False
52,Male,Philadelphia,102583,Electronics,103.71,UPI,False
55,Other,Philadelphia,123370,Electronics,451.83,Credit Card,True
42,Other,Chicago,144746,Home,806.45,PayPal,False
47,Other,San Diego,118767,Sports,1195.78,Debit Card,True
39,Male,San Jose,149822,Beauty,905.86,Debit Card,True
65,Male,Phoenix,70671,Home,522.21,PayPal,True
59,Female,New York,107008,Home,184.31,UPI,True
37,Male,Houston,147850,Beauty,128.32,Debit Card,True
34,Female,Philadelphia,70092,Sports,264.7,PayPal,True
40,Other,San Diego,53963,Clothing,309.12,Debit Card,True
47,Male,Dallas,143473,Sports,343.94,UPI,True
56,Other,San Diego,118701,Clothing,973.01,UPI,False
48,Other,San Jose,96746,Electronics,93.79,UPI,False
34,Other,Phoenix,100295,Home,702.26,UPI,False
31,Other,Houston,80753,Clothing,167.84,UPI,True
18,Female,Houston,67398,Beauty,57.76,Credit Card,True
54,Other,San Jose,55092,Sports,644.84,UPI,True
45,Male,San Antonio,126336,Sports,1022.57,UPI,False
34,Other,Dallas,61412,Home,96.49,Debit Card,True
48,Female,Dallas,40782,Beauty,267.2,Credit Card,True
48,Male,San Diego,70355,Electronics,343.82,UPI,True
24,Other,San Antonio,83676,Clothing,328.17,Debit Card,False
52,Male,Philadelphia,53548,Clothing,233.81,Credit Card,True
39,Other,San Jose,90499,Sports,274.18,PayPal,False
63,Male,Dallas,95979,Clothing,325.01,Debit Card,False
32,Male,San Diego,81294,Sports,563.13,Debit Card,True
46,Female,Phoenix,55711,Clothing,92.18,Debit Card,False
31,Other,San Antonio,34659,Beauty,422.12,Debit Card,False
30,Other,San Jose,57239,Home,338.2,PayPal,False
52,Other,San Antonio,75239,Sports,521.79,Debit Card,True
59,Female,Houston,88640,Beauty,226.52,Debit Card,True
65,Female,Philadelphia,105909,Clothing,140.41,Credit Card,False
43,Other,Los Angeles,46716,Beauty,152.07,UPI,False
36,Male,San Diego,87294,Beauty,381.36,Credit Card,False
43,Female,Chicago,30011,Home,164.92,Credit Card,False
32,Other,Phoenix,139475,Beauty,598.13,UPI,False
52,Male,Los Angeles,121592,Sports,785.14,Debit Card,False
55,Other,San Diego,134346,Home,336.76,PayPal,False
37,Male,Philadelphia,115203,Beauty,452.15,UPI,False
52,Other,San Diego,92295,Clothing,515.99,Debit Card,False
31,Female,San Diego,128624,Home,367.29,PayPal,False
25,Other,Los Angeles,93249,Electronics,387.43,Debit Card,True
36,Other,San Jose,32093,Home,137.67,Debit Card,True
64,Female,Chicago,83932,Electronics,604.25,Credit Card,True
36,Other,New York,115770,Clothing,958.04,Credit Card,True
34,Female,Los Angeles,82148,Home,184.33,PayPal,True
44,Male,San Jose,129267,Beauty,484.98,Credit Card,False
38,Female,San Antonio,96902,Clothing,939.15,Credit Card,True
40,Female,Dallas,145109,Sports,1456.04,Credit Card,False
34,Male,Phoenix,102696,Home,603.88,Credit Card,False
47,Male,San Diego,44530,Sports,190.77,Credit Card,True
51,Female,San Jose,82373,Electronics,353.65,Debit Card,False
43,Female,New York,90358,Sports,458.35,Credit Card,False
41,Female,Dallas,130330,Clothing,69.47,UPI,True
26,Male,Chicago,49780,Beauty,31.03,UPI,False
37,Other,Los Angeles,121723,Electronics,409.62,PayPal,True
34,Female,Houston,106422,Home,237.69,PayPal,False
54,Other,Chicago,129724,Clothing,283.16,UPI,False
52,Male,Dallas,38315,Clothing,176.97,PayPal,True
37,Female,Dallas,121142,Clothing,838.21,Credit Card,False
50,Other,Houston,149822,Electronics,515.31,UPI,True
36,Male,New York,139852,Clothing,1350.9,PayPal,False
59,Other,Los Angeles,84616,Home,559.38,Debit Card,False
60,Other,San Diego,77366,Electronics,247.15,Credit Card,True
40,Other,Philadelphia,48301,Sports,381.56,UPI,True
35,Other,Houston,76640,Sports,246.11,UPI,False
46,Female,Houston,71364,Home,68.97,PayPal,True
27,Male,Philadelphia,145428,Beauty,702.53,PayPal,True
49,Male,Philadelphia,111306,Clothing,474.57,Debit Card,False
41,Female,Phoenix,71312,Clothing,366.25,Credit Card,True
47,Male,Philadelphia,111333,Sports,464.82,UPI,False
43,Female,San Jose,53446,Clothing,406.69,UPI,True
39,Other,Chicago,41228,Sports,35.45,Credit Card,False
41,Female,Dallas,129126,Beauty,598.46,Credit Card,True
35,Other,Los Angeles,80790,Clothing,224.76,Debit Card,True
48,Other,Chicago,88746,Beauty,41.03,UPI,False
44,Other,Chicago,52719,Home,556.48,Debit Card,False
42,Female,Houston,47229,Home,133.64,Debit Card,True
25,Other,Phoenix,92141,Beauty,155.14,Credit Card,True
50,Male,New York,149822,Sports,1104.94,Credit Card,False
42,Female,New York,133124,Home,52.28,Debit Card,True
46,Other,San Jose,125872,Sports,977.59,Debit Card,False
43,Other,San Antonio,86386,Home,168.54,UPI,False
46,Other,San Diego,109512,Clothing,1130.28,Debit Card,True
49,Male,Los Angeles,57601,Home,307.99,PayPal,True
21,Female,Phoenix,97030,Home,533.96,Credit Card,True
62,Male,San Antonio,97727,Home,704.47,Debit Card,True
60,Other,San Jose,86394,Beauty,609.0,Credit Card,True
52,Other,Houston,127905,Electronics,146.4,UPI,True
54,Female,Los Angeles,98920,Home,436.6,UPI,True
30,Female,Houston,141067,Home,418.18,Debit Card,False
19,Female,San Antonio,30011,Sports,93.0,PayPal,False
52,Male,San Jose,67611,Clothing,628.65,Credit Card,False
35,Female,Dallas,92078,Beauty,399.76,Credit Card,False
43,Male,San Diego,65788,Clothing,434.69,Credit Card,False
60,Female,Dallas,79575,Clothing,122.31,UPI,False
28,Female,Philadelphia,47675,Beauty,76.17,Credit Card,True
18,Other,Dallas,76945,Electronics,380.16,Credit Card,False
33,Female,Phoenix,33266,Clothing,265.75,Debit Card,True
54,Other,San Diego,137360,Home,260.61,PayPal,False
60,Other,Los Angeles,80652,Beauty,373.32,Credit Card,False
51,Female,San Jose,63371,Electronics,124.41,Debit Card,False
27,Other,San Diego,56423,Sports,320.11,UPI,False
42,Male,Dallas,36173,Home,332.58,Credit Card,False
41,Male,New York,37091,Electronics,511.75,UPI,False
39,Other,San Jose,34045,Electronics,144.54,Debit Card,False
62,Female,San Diego,149822,Clothing,851.8,UPI,True
27,Other,Houston,61328,Home,13.85,Credit Card,False
26,Female,New York,149822,Clothing,344.75,UPI,True
49,Male,New York,133681,Clothing,1330.27,Credit Card,True
39,Other,New York,112321,Electronics,969.28,PayPal,False
40,Male,Chicago,60919,Clothing,680.1,UPI,True
39,Male,New York,106838,Beauty,596.52,PayPal,False
39,Female,Los Angeles,85303,Electronics,33.55,PayPal,True
19,Male,San Jose,73850,Sports,211.57,Credit Card,False
47,Male,San Antonio,66069,Electronics,141.54,UPI,True
29,Other,San Jose,143455,Sports,381.5,PayPal,True
29,Male,San Diego,89058,Beauty,310.8,PayPal,False
41,Female,Houston,95980,Clothing,267.21,Credit Card,True
37,Female,New York,33132,Electronics,179.13,PayPal,False
25,Other,Philadelphia,112210,Beauty,312.91,Credit Card,False
18,Other,San Jose,67392,Clothing,118.31,Credit Card,False
45,Female,San Antonio,109031,Clothing,48.22,PayPal,False
33,Female,New York,96328,Home,44.81,Debit Card,False
50,Male,Chicago,95942,Sports,105.82,PayPal,True
44,Female,Philadelphia,148728,Clothing,1050.14,UPI,True
38,Female,Philadelphia,121973,Clothing,480.41,PayPal,True
36,Male,Philadelphia,75442,Sports,739.22,PayPal,True
50,Other,San Diego,30011,Sports,146.67,PayPal,True
25,Male,Philadelphia,30011,Sports,98.66,UPI,False
52,Other,New York,138037,Electronics,652.3,Credit Card,True
55,Other,San Jose,123589,Home,1072.67,PayPal,False
54,Other,Phoenix,65218,Electronics,121.26,PayPal,True
39,Male,Dallas,76239,Home,525.76,Debit Card,True
41,Other,San Jose,55446,Clothing,333.89,Credit Card,False
42,Male,Houston,101699,Home,886.92,UPI,True
49,Other,Chicago,112348,Electronics,28.9,PayPal,False
51,Female,Philadelphia,128651,Clothing,526.74,Credit Card,True
47,Male,San Jose,149822,Home,723.11,PayPal,True
34,Female,San Diego,74055,Home,445.21,Debit Card,False
31,Other,New York,102778,Clothing,479.17,UPI,False
33,Female,San Antonio,76642,Electronics,463.4,Credit Card,True
28,Male,Chicago,48600,Beauty,227.75,PayPal,False
24,Other,Dallas,38060,Electronics,162.19,UPI,False
43,Male,Chicago,114984,Electronics,1100.52,Credit Card,True
36,Male,Dallas,55432,Clothing,411.97,PayPal,False
27,Male,Dallas,83036,Home,886.73,Credit Card,False
42,Other,Los Angeles,128115,Clothing,1268.51,PayPal,True
31,Female,Chicago,60518,Beauty,367.81,Credit Card,False
46,Male,San Jose,149822,Electronics,357.23,Credit Card,True
39,Other,San Diego,73175,Beauty,370.4,Credit Card,False
22,Female,New York,146251,Electronics,171.91,Credit Card,True
36,Male,Houston,116425,Clothing,827.97,PayPal,True
33,Other,Dallas,90425,Home,608.06,Credit Card,False
63,Male,Houston,105359,Beauty,125.41,PayPal,False
51,Female,Phoenix,108964,Beauty,1172.2,UPI,False
20,Other,New York,72864,Clothing,500.3,UPI,False
31,Female,San Diego,149822,Sports,656.24,PayPal,False
32,Male,Phoenix,30011,Clothing,199.71,Debit Card,True
65,Male,New York,89818,Home,613.64,PayPal,False
27,Other,Dallas,47347,Clothing,357.36,Credit Card,False
59,Other,Phoenix,71975,Clothing,781.98,Debit Card,True
65,Female,Houston,93100,Beauty,105.17,Debit Card,False
21,Other,Phoenix,72474,Clothing,383.79,PayPal,False
22,Other,Chicago,83751,Beauty,291.37,UPI,False
52,Other,San Jose,49678,Clothing,453.59,UPI,False
54,Other,San Antonio,39516,Home,187.96,Debit Card,True
22,Male,Los Angeles,113104,Clothing,543.27,PayPal,False
26,Other,San Antonio,60593,Home,324.03,PayPal,True
27,Other,Phoenix,120801,Home,982.93,Credit Card,False
43,Other,Philadelphia,30454,Beauty,15.3,UPI,False
34,Male,Houston,149822,Clothing,105.03,PayPal,True
23,Female,Phoenix,97785,Electronics,563.42,Credit Card,False
58,Female,Phoenix,90955,Sports,258.37,UPI,True
56,Male,San Jose,149506,Electronics,704.32,PayPal,True
65,Male,Chicago,82643,Electronics,407.2,PayPal,False
50,Female,Dallas,30011,Home,71.12,Credit Card,True
24,Female,San Antonio,38339,Home,196.7,Credit Card,True
43,Female,Houston,41183,Sports,119.0,UPI,True
45,Male,San Diego,86665,Sports,168.45,PayPal,True
30,Other,San Diego,100342,Clothing,759.55,UPI,False
59,Female,Philadelphia,89290,Beauty,578.27,UPI,True
55,Other,Houston,43095,Clothing,93.17,Debit Card,True
63,Male,San Diego,100022,Electronics,256.92,PayPal,False
47,Female,Houston,143684,Home,705.96,Credit Card,True
45,Other,San Diego,110342,Sports,123.61,PayPal,True
34,Female,Houston,32242,Home,16.36,PayPal,True
47,Male,Dallas,83502,Home,662.87,Credit Card,False
28,Other,San Diego,89979,Electronics,721.89,Credit Card,True
48,Female,San Antonio,76597,Home,793.44,PayPal,True
51,Female,San Diego,65366,Sports,338.01,UPI,True
41,Male,Dallas,103581,Sports,867.46,Debit Card,False
45,Female,Dallas,65250,Home,547.45,Credit Card,True
41,Male,San Antonio,142452,Clothing,1142.93,PayPal,False
36,Female,Philadelphia,119109,Home,614.98,Credit Card,True
40,Female,Los Angeles,68472,Beauty,66.78,PayPal,True
46,Other,San Diego,63077,Clothing,350.75,Debit Card,True
33,Male,Dallas,127119,Sports,1137.48,UPI,True
40,Male,San Diego,149822,Home,346.25,UPI,True
49,Female,Phoenix,103325,Sports,858.31,Debit Card,True
40,Male,Chicago,136947,Home,654.89,Credit Card,False
34,Male,Los Angeles,36466,Electronics,193.97,UPI,True
21,Female,New York,98884,Beauty,39.22,Credit Card,False
39,Other,San Diego,30011,Electronics,291.58,UPI,True
52,Male,New York,99967,Home,1030.42,Credit Card,False
53,Other,San Jose,111850,Home,762.43,PayPal,False
